@RELATION emotionModelData1NNO
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {angry,neutral}

@DATA
0.121558,0.015423,2.825611,0.213239,0.188967,0.993150,0.027525,0.211219,-27.882569,1.464215,-0.629769,0.202266,0.008727,-0.095573,0.058027,-0.004364,-0.118901,0.164668,-0.320990,-0.140380,-0.217959,0.022629,0.009682,0.032693,0.013810,0.009487,0.005968,0.018041,0.005846,0.008747,0.011800,0.029892,0.006691,0.022926,0.101659,0.020389,0.486551,0.097597,0.046495,0.592515,0.026701,0.175579,3.836687,1.156138,0.977573,0.531831,0.427954,0.374732,0.289451,0.284966,0.295995,0.300844,0.307508,0.340474,0.268838,0.032011,0.016168,0.042494,0.022262,0.008965,0.007791,0.027189,0.007678,0.014880,0.012495,0.029240,0.009555,0.014700,angry
0.142866,0.002272,2.656354,0.226951,0.214737,0.876573,0.018078,0.190375,-31.301090,2.033026,0.100385,0.055860,-0.018725,-0.228057,0.080164,0.044986,0.008332,-0.015406,-0.110651,0.090492,-0.062762,0.015069,0.005369,0.021550,0.008309,0.012600,0.008528,0.045122,0.002896,0.010801,0.022668,0.038077,0.007804,0.023671,0.094910,0.003296,0.388974,0.090871,0.037842,0.593213,0.010409,0.176779,2.869531,1.001274,0.896831,0.487809,0.374364,0.325450,0.340753,0.218368,0.227716,0.211332,0.194206,0.194019,0.194935,0.022498,0.008337,0.016693,0.006861,0.014828,0.009770,0.039384,0.004347,0.013855,0.023596,0.021987,0.010875,0.011483,angry
0.121986,0.009939,2.794151,0.231640,0.210220,0.917926,0.021842,0.204208,-29.837676,1.506077,-0.271924,-0.055365,-0.181877,-0.114783,-0.037377,-0.023709,-0.134950,-0.161013,-0.278229,-0.018932,0.004076,0.013711,0.006108,0.027308,0.018386,0.016976,0.013819,0.057607,0.002695,0.004807,0.007428,0.029712,0.005426,0.031013,0.107300,0.018649,0.436704,0.108931,0.043590,0.649751,0.013390,0.201207,3.738259,1.214750,0.845499,0.602415,0.478787,0.422141,0.364719,0.313644,0.347759,0.317797,0.338274,0.347144,0.327392,0.019589,0.008402,0.030857,0.026205,0.022740,0.022805,0.063152,0.004343,0.006893,0.010098,0.032660,0.008433,0.018310,angry
0.128125,0.012858,2.766550,0.237395,0.209135,1.056346,0.017068,0.243906,-27.807176,1.540191,0.219886,-0.242762,-0.209522,-0.111909,-0.205747,-0.023951,-0.179745,-0.062188,-0.298530,-0.008078,-0.074511,0.020976,0.006420,0.026309,0.014006,0.019951,0.021607,0.029366,0.003966,0.006659,0.011419,0.022182,0.009023,0.022668,0.101442,0.018714,0.537466,0.093978,0.039506,0.590055,0.010296,0.182290,4.452046,1.045938,0.808150,0.568289,0.442739,0.417488,0.410606,0.373462,0.310027,0.315777,0.351023,0.323531,0.405274,0.028238,0.010071,0.037646,0.016090,0.023702,0.038123,0.034438,0.006960,0.009053,0.013354,0.031481,0.017052,0.013095,angry
0.118734,0.007925,2.878391,0.226541,0.207449,0.978273,0.019354,0.222804,-28.313788,1.565444,0.139722,-0.088414,-0.240424,-0.114676,-0.191207,0.168465,-0.124406,-0.105477,-0.394414,-0.129430,-0.207583,0.025942,0.006043,0.031352,0.020485,0.016104,0.007077,0.019935,0.002551,0.006689,0.014466,0.030111,0.009442,0.025332,0.102038,0.011371,0.439108,0.086037,0.043840,0.587798,0.013012,0.190758,4.079516,0.970622,1.137469,0.614200,0.511376,0.421675,0.380948,0.409655,0.327748,0.332339,0.344184,0.324904,0.363348,0.040886,0.008526,0.031765,0.029092,0.023679,0.010886,0.029077,0.005869,0.011878,0.018715,0.040629,0.017479,0.012793,angry
0.140509,0.006789,2.729282,0.259841,0.204493,1.279776,0.014206,0.267286,-29.148649,0.656482,-0.266867,-0.074371,-0.247456,-0.230001,0.144893,0.012779,-0.000538,0.041265,-0.111474,-0.022319,-0.172999,0.012253,0.008339,0.019127,0.006665,0.004090,0.005527,0.051107,0.003026,0.015592,0.016401,0.016004,0.007724,0.023663,0.080026,0.009780,0.588091,0.074333,0.037681,0.600189,0.009799,0.174861,5.112900,1.156240,0.931568,0.630273,0.498144,0.359708,0.538206,0.360385,0.243595,0.265624,0.258416,0.360916,0.340277,0.019248,0.012674,0.024815,0.009843,0.003532,0.008592,0.105327,0.002459,0.023814,0.015630,0.016754,0.012669,0.026913,angry
0.127503,0.010652,2.730273,0.256321,0.218741,1.123645,0.015162,0.262250,-28.292433,1.479549,0.020028,-0.378595,-0.135644,-0.357195,-0.144086,0.007304,-0.216423,-0.085826,-0.205233,0.043873,-0.078254,0.014845,0.007769,0.031617,0.016958,0.010900,0.012541,0.049218,0.002460,0.010360,0.014209,0.019220,0.006369,0.026485,0.103942,0.016803,0.620393,0.095653,0.033588,0.665937,0.008554,0.214293,4.186223,1.075461,1.033360,0.769007,0.453819,0.359403,0.278387,0.402577,0.356912,0.266266,0.328810,0.353643,0.279761,0.023819,0.013782,0.042462,0.027401,0.009584,0.021415,0.080136,0.002722,0.009893,0.020045,0.024277,0.011318,0.021067,angry
0.133761,0.015379,2.606147,0.247693,0.198779,1.265465,0.014554,0.281931,-27.783804,1.190951,0.123093,-0.416921,0.046881,-0.534226,-0.132689,0.185135,-0.090196,0.028523,-0.099111,-0.079832,-0.213048,0.019072,0.006186,0.019339,0.009034,0.007972,0.017097,0.034915,0.009421,0.006535,0.009402,0.023117,0.014407,0.022729,0.068694,0.015359,0.747161,0.082390,0.045685,0.533365,0.008789,0.182870,4.757176,1.165789,0.989887,0.759970,0.606625,0.416420,0.440273,0.272626,0.257879,0.217530,0.217956,0.315554,0.253501,0.022371,0.007113,0.019053,0.010224,0.011149,0.035497,0.054542,0.016460,0.006695,0.011701,0.027709,0.024176,0.014929,angry
0.178701,0.017469,2.923390,0.285357,0.213248,1.385870,0.014387,0.317574,-26.541003,0.768418,-0.253337,-0.327919,0.044482,-0.251879,-0.061470,-0.151862,-0.273307,-0.273327,-0.400166,-0.124893,-0.119340,0.018085,0.005419,0.018483,0.014975,0.023612,0.010584,0.016019,0.006587,0.006492,0.010471,0.014665,0.003382,0.018182,0.136937,0.021529,0.334366,0.111577,0.026188,0.683750,0.008688,0.211984,3.717084,1.379902,1.148232,0.691110,0.421207,0.401564,0.418148,0.342732,0.384672,0.339649,0.368600,0.353944,0.457125,0.020588,0.006503,0.020565,0.014633,0.038434,0.013791,0.025614,0.012328,0.006523,0.017842,0.025696,0.003127,0.011715,angry
0.180649,0.012084,2.608189,0.287992,0.207160,1.594683,0.012846,0.365146,-27.759866,0.600671,-0.116735,-0.468101,-0.066224,-0.288917,0.118887,-0.094683,-0.091418,-0.263572,-0.308977,-0.143366,-0.183813,0.014412,0.006273,0.026956,0.014987,0.015021,0.008595,0.019589,0.003934,0.004676,0.006787,0.012491,0.006584,0.015712,0.133832,0.015265,0.722127,0.108291,0.030865,0.730604,0.008408,0.212590,3.771412,1.198722,1.067393,0.649119,0.569579,0.429756,0.315683,0.315696,0.333564,0.386487,0.379473,0.325134,0.421533,0.022082,0.008516,0.031890,0.017376,0.016940,0.012639,0.032453,0.005130,0.005425,0.008897,0.015941,0.007881,0.012285,angry
0.137651,0.022176,2.843002,0.241033,0.199331,1.185200,0.012853,0.268639,-25.878359,1.598386,0.006377,-0.517287,-0.127567,-0.254279,0.088816,0.048891,-0.035927,0.011098,-0.111331,0.064104,-0.180570,0.015940,0.008200,0.019720,0.010910,0.019156,0.013760,0.017727,0.005129,0.005957,0.016004,0.026297,0.011834,0.018651,0.113979,0.023103,0.565863,0.098379,0.030704,0.688153,0.007790,0.199601,3.488666,1.217517,0.853070,0.522648,0.407223,0.374098,0.401644,0.297448,0.271239,0.252039,0.294188,0.296322,0.270178,0.018209,0.014233,0.019552,0.011479,0.025149,0.021504,0.016858,0.005580,0.006931,0.019934,0.032770,0.018913,0.010528,angry
0.147580,0.006691,2.712127,0.262107,0.205756,1.254879,0.014815,0.315250,-28.232376,1.436159,0.511855,-0.750146,-0.122646,-0.184330,-0.182548,0.054916,0.013553,-0.098026,-0.198357,-0.063089,-0.160033,0.025699,0.005491,0.034358,0.013309,0.016057,0.010158,0.031757,0.003802,0.006556,0.014341,0.016858,0.009033,0.022272,0.122323,0.009241,0.500684,0.103567,0.029213,0.648071,0.009851,0.207869,3.884377,1.250848,0.886361,0.713464,0.467123,0.311593,0.388369,0.347138,0.284279,0.261953,0.253234,0.345113,0.330239,0.025066,0.005620,0.035437,0.017187,0.026388,0.014351,0.045074,0.006925,0.006768,0.016847,0.019210,0.008215,0.013818,angry
0.131818,0.016164,2.870092,0.252009,0.209824,1.165183,0.014601,0.249597,-27.191953,1.283119,-0.402136,-0.388779,-0.053440,-0.273318,0.196680,-0.027190,-0.142220,-0.045819,-0.266652,-0.111416,-0.190982,0.018480,0.006452,0.024803,0.015433,0.014008,0.005286,0.021540,0.007554,0.006061,0.013095,0.020327,0.006565,0.018568,0.093845,0.024114,0.478443,0.089819,0.031045,0.623286,0.008775,0.180022,3.679976,1.192795,1.128304,0.785937,0.470620,0.327914,0.382258,0.296737,0.303964,0.343320,0.306522,0.335042,0.305480,0.026206,0.008230,0.024711,0.016714,0.020098,0.005937,0.032940,0.010221,0.007116,0.022038,0.027943,0.010146,0.012368,angry
0.155997,0.011281,2.761531,0.273509,0.211177,1.343638,0.015258,0.294885,-27.756864,0.830090,-0.522347,-0.371706,-0.020667,-0.249341,-0.026131,-0.243199,-0.330058,-0.128483,-0.007052,0.223911,0.020955,0.010073,0.006823,0.015494,0.010925,0.013106,0.013028,0.042389,0.010531,0.011169,0.007102,0.010512,0.004459,0.020562,0.098924,0.015021,0.369563,0.113102,0.039484,0.684761,0.011317,0.217361,4.454426,1.521598,1.214100,0.746744,0.442257,0.429656,0.488746,0.404632,0.433610,0.450086,0.476850,0.467863,0.341347,0.021107,0.012188,0.018912,0.020295,0.019217,0.019425,0.059474,0.014219,0.014208,0.011195,0.015644,0.005888,0.017848,angry
0.133041,0.012976,2.647049,0.251407,0.211098,1.200616,0.014477,0.266361,-27.281371,1.377551,-0.377501,-0.296806,0.095683,-0.130684,0.077359,-0.093718,-0.315539,-0.097718,-0.112754,0.099131,-0.056110,0.014632,0.006208,0.025363,0.016499,0.023205,0.013452,0.032530,0.008935,0.006397,0.011619,0.014669,0.006483,0.022470,0.095898,0.018461,0.616953,0.102513,0.034811,0.658879,0.009278,0.202844,2.881634,1.327189,1.163472,0.655933,0.403887,0.322919,0.439682,0.307637,0.346415,0.420535,0.386437,0.322063,0.332218,0.018298,0.012150,0.035170,0.025925,0.028470,0.015988,0.048895,0.016792,0.007468,0.016875,0.017531,0.009235,0.016542,angry
0.137766,0.011300,2.741348,0.241265,0.197042,1.264049,0.012773,0.281562,-26.800080,1.248774,0.193982,-0.985048,-0.334320,-0.250256,0.112897,0.088947,-0.169808,0.137583,-0.241339,-0.015281,-0.362184,0.024709,0.011393,0.014226,0.007414,0.008890,0.009471,0.030102,0.005808,0.005914,0.010960,0.019206,0.017318,0.018758,0.098311,0.013800,0.459604,0.071804,0.028099,0.657240,0.007373,0.163730,3.610400,1.153796,0.893201,0.636286,0.362496,0.338249,0.417667,0.301090,0.271178,0.235056,0.243296,0.289012,0.353087,0.025940,0.018510,0.016227,0.008569,0.009525,0.012934,0.046725,0.006489,0.007256,0.015532,0.021020,0.023069,0.012874,angry
0.139758,0.009219,2.868504,0.267602,0.211772,1.365763,0.012193,0.288750,-28.351671,0.826179,-0.187392,-0.853402,-0.064805,-0.094233,-0.105235,0.016652,-0.305119,-0.294826,-0.360830,0.039868,0.090546,0.012089,0.007987,0.020605,0.014821,0.017288,0.015326,0.034033,0.002203,0.004863,0.005552,0.014908,0.008386,0.021747,0.081573,0.011838,0.446329,0.071938,0.031748,0.458355,0.005948,0.148511,3.964928,1.058342,0.812092,0.753685,0.389062,0.323801,0.433096,0.356404,0.378439,0.249810,0.449800,0.417192,0.388127,0.020454,0.012635,0.026583,0.020866,0.019223,0.021592,0.059104,0.002217,0.007754,0.007006,0.020838,0.016929,0.015534,angry
0.172734,0.008188,2.765537,0.271305,0.217962,1.183470,0.019794,0.275125,-29.223768,1.000154,-0.102950,-0.204663,-0.304541,-0.356163,-0.058678,-0.035809,-0.200224,0.078149,-0.076693,-0.014872,-0.097992,0.013134,0.005605,0.017323,0.016496,0.015554,0.013622,0.033381,0.002305,0.006207,0.012416,0.019767,0.010453,0.022078,0.121477,0.013086,0.628959,0.109142,0.032566,0.804312,0.014178,0.213095,3.880341,1.356173,0.797572,0.620130,0.353649,0.545347,0.289024,0.466109,0.407087,0.464184,0.387886,0.346475,0.328851,0.022695,0.013354,0.025930,0.030679,0.024854,0.018220,0.051372,0.002961,0.008626,0.017655,0.025516,0.020534,0.016020,angry
0.139121,0.009429,2.682524,0.236079,0.204976,1.055801,0.015354,0.239077,-28.118315,1.086272,-0.074515,-0.058263,-0.598016,-0.254483,-0.169216,-0.295198,-0.467634,0.077220,-0.192359,0.211138,-0.017606,0.015223,0.006683,0.013091,0.013869,0.017992,0.024126,0.025164,0.004417,0.012837,0.011202,0.014161,0.005124,0.019393,0.104730,0.014811,0.642994,0.088594,0.042201,0.660247,0.009570,0.185265,3.984479,1.293289,1.155083,0.813905,0.510420,0.329050,0.386239,0.419633,0.419527,0.346562,0.374022,0.380386,0.389086,0.019668,0.015523,0.016721,0.022727,0.022666,0.036539,0.036147,0.006388,0.014910,0.013095,0.024426,0.004791,0.014874,angry
0.136315,0.019042,2.789701,0.240290,0.213955,0.967431,0.018786,0.224898,-27.139833,0.992056,-0.598795,-0.084684,-0.268221,-0.246480,-0.195361,-0.386878,-0.556369,-0.154128,-0.094230,0.287999,0.058553,0.015496,0.003862,0.011807,0.009812,0.023118,0.029668,0.026539,0.005156,0.015896,0.008244,0.009885,0.004559,0.021667,0.090107,0.029458,0.485532,0.085616,0.042713,0.703292,0.014149,0.195077,3.406006,1.298866,1.140646,0.729647,0.381843,0.471227,0.489319,0.325029,0.392965,0.365155,0.463044,0.381050,0.305430,0.028075,0.006245,0.016485,0.016096,0.042329,0.040747,0.030517,0.008853,0.023386,0.013555,0.014304,0.006657,0.016241,angry
0.164389,0.010236,2.633447,0.254729,0.214377,1.033373,0.022094,0.238956,-27.927666,1.595450,-0.118384,-0.289607,-0.513848,-0.092617,0.001782,-0.100656,-0.411010,-0.321507,-0.404964,-0.035823,0.055085,0.011892,0.005200,0.024105,0.024864,0.041907,0.024249,0.016837,0.003959,0.004418,0.008759,0.012279,0.003870,0.024734,0.147590,0.018125,0.680578,0.131063,0.042258,0.767052,0.017014,0.241816,3.547937,0.994209,1.074905,0.492531,0.543817,0.399864,0.262556,0.336716,0.365832,0.337279,0.401214,0.338348,0.334595,0.021523,0.010167,0.030660,0.026684,0.054138,0.032877,0.026285,0.008897,0.006571,0.014860,0.018393,0.005139,0.017104,angry
0.184177,0.012085,2.714310,0.277233,0.207523,1.281933,0.019278,0.295071,-28.953906,0.539482,-0.555064,-0.274041,-0.350930,-0.345875,-0.273330,0.012662,0.006669,0.159567,0.125633,-0.019437,-0.086212,0.013730,0.008189,0.021409,0.005659,0.007478,0.007894,0.019095,0.005071,0.012074,0.017125,0.016053,0.010315,0.018378,0.136988,0.023676,0.508621,0.123570,0.040277,0.809687,0.012514,0.227952,3.964321,1.342462,1.153237,0.564226,0.583043,0.469200,0.453550,0.480359,0.473173,0.438770,0.416116,0.402538,0.282599,0.020149,0.015390,0.038870,0.007085,0.009862,0.010919,0.036063,0.009916,0.020425,0.024505,0.019246,0.016475,0.014662,angry
0.153734,0.009428,2.787286,0.260141,0.225351,0.982599,0.022018,0.250875,-29.166353,1.515861,0.098611,-0.407308,-0.272682,-0.264244,-0.229388,-0.138898,-0.451639,-0.211417,-0.245819,0.149812,-0.074289,0.018754,0.003398,0.020902,0.017699,0.030682,0.015667,0.018145,0.003695,0.010867,0.011976,0.024416,0.009531,0.023323,0.131228,0.016144,0.533075,0.119330,0.050257,0.800693,0.014669,0.247195,4.206935,1.669104,0.965064,0.558812,0.388704,0.362555,0.367236,0.391500,0.372979,0.457946,0.430571,0.405001,0.324375,0.021438,0.003528,0.026184,0.022259,0.046762,0.022400,0.031485,0.010215,0.018182,0.018045,0.029649,0.016131,0.014980,angry
0.123008,0.017315,2.783808,0.227789,0.213818,0.786291,0.025108,0.193958,-27.951242,1.641623,0.061399,-0.428395,-0.566382,-0.166056,-0.288445,-0.133096,-0.433197,-0.013241,-0.076173,0.124903,-0.128445,0.019272,0.004525,0.017650,0.011082,0.013648,0.023373,0.069026,0.005050,0.017616,0.017405,0.015015,0.012781,0.037513,0.116634,0.018406,0.522494,0.105888,0.043796,0.610488,0.017225,0.199048,4.174498,0.976228,0.733698,0.594674,0.511715,0.424180,0.399958,0.418567,0.451260,0.342546,0.385616,0.360574,0.281975,0.028440,0.007476,0.019799,0.017246,0.016861,0.026015,0.093634,0.013703,0.032695,0.028244,0.019433,0.022207,0.025366,angry
0.120192,0.023193,2.839887,0.236665,0.221581,1.089588,0.021282,0.222604,-26.698165,1.004762,-0.811421,-0.112016,-0.309632,-0.245620,-0.177718,-0.347397,-0.385853,-0.054023,-0.034992,0.302107,0.004345,0.006159,0.005578,0.013546,0.011998,0.016748,0.031665,0.061158,0.007310,0.015113,0.006242,0.006770,0.006272,0.029079,0.074789,0.027613,0.475567,0.067213,0.039128,0.519383,0.016224,0.163710,4.177855,0.812034,1.120220,0.602681,0.501420,0.420128,0.440886,0.415095,0.475803,0.480311,0.374280,0.423182,0.339519,0.008216,0.008392,0.022152,0.018098,0.024401,0.050766,0.081923,0.012942,0.020157,0.006237,0.007097,0.011689,0.021095,angry
0.141750,0.011909,2.863779,0.247451,0.220825,1.046320,0.019155,0.222865,-28.010662,0.982508,-0.644478,-0.097324,-0.532202,-0.260950,-0.186514,-0.304234,-0.267136,0.004370,0.176039,0.252074,-0.086012,0.009443,0.003887,0.013025,0.012555,0.016268,0.020650,0.034929,0.007031,0.022294,0.008457,0.012477,0.003521,0.022637,0.092277,0.015331,0.427398,0.086390,0.042279,0.676284,0.014691,0.185775,3.256855,1.215434,0.827019,0.605490,0.449333,0.525247,0.465837,0.384552,0.434404,0.384253,0.372147,0.394673,0.272973,0.018986,0.006296,0.017327,0.018873,0.023648,0.035117,0.037328,0.007600,0.027460,0.010429,0.019883,0.004288,0.013496,angry
0.126742,0.013673,2.821805,0.226000,0.207676,1.018180,0.020848,0.213214,-27.496837,1.238918,-0.175916,-0.474666,-0.538266,-0.254383,-0.429115,-0.088232,-0.232320,0.320029,0.063937,0.132185,-0.177209,0.009878,0.007717,0.014183,0.011632,0.013637,0.015548,0.036498,0.006395,0.018148,0.017940,0.018381,0.006564,0.023270,0.103171,0.021944,0.446485,0.074845,0.034024,0.593907,0.012605,0.178744,3.276389,1.041725,0.739472,0.551800,0.326201,0.326245,0.449619,0.449234,0.339131,0.410555,0.342712,0.431389,0.325930,0.015414,0.010840,0.021289,0.014310,0.019638,0.019234,0.050739,0.010779,0.027123,0.021677,0.026513,0.009036,0.013248,angry
0.086358,0.017810,2.875763,0.210750,0.216162,0.779452,0.023622,0.145458,-28.408653,1.495986,-0.128384,-0.127539,-0.385661,-0.352653,-0.239542,-0.093569,-0.151693,0.102294,0.047170,0.164466,-0.223217,0.013491,0.008163,0.016610,0.017436,0.016083,0.013586,0.078023,0.005863,0.017274,0.014876,0.023301,0.005218,0.036515,0.041357,0.023243,0.326807,0.063078,0.049009,0.461626,0.015439,0.115306,3.873354,1.073785,0.889735,0.608063,0.313347,0.398214,0.395719,0.409052,0.365630,0.381497,0.436961,0.338778,0.286835,0.018396,0.017250,0.019749,0.029044,0.030064,0.024283,0.077540,0.014790,0.024292,0.016774,0.023101,0.007757,0.021242,angry
0.119930,0.009115,2.942396,0.235389,0.215157,1.052933,0.020053,0.198987,-27.753534,1.009237,-0.284590,-0.527715,-0.444820,-0.464222,-0.384217,-0.017000,-0.150389,0.213140,-0.042432,0.193741,-0.141136,0.009985,0.007486,0.016877,0.011349,0.013097,0.014688,0.024891,0.006632,0.023861,0.013688,0.015553,0.012488,0.025547,0.065641,0.013294,0.391004,0.049049,0.033731,0.543711,0.014614,0.136740,3.087013,1.106944,0.785893,0.651897,0.430837,0.440447,0.468289,0.388201,0.462470,0.454830,0.558204,0.376074,0.343027,0.013439,0.011787,0.027911,0.023237,0.027735,0.030191,0.048403,0.014410,0.040245,0.021674,0.023117,0.017205,0.016074,angry
0.189998,0.012392,2.729459,0.291553,0.212446,1.389349,0.021612,0.324937,-28.205827,0.708652,-0.438665,-0.063066,-0.313818,-0.039273,-0.017225,-0.343610,-0.317180,-0.154994,-0.087774,0.250435,-0.041623,0.005589,0.004477,0.018384,0.014639,0.010895,0.015928,0.021029,0.006088,0.019547,0.007462,0.012420,0.004061,0.017531,0.139625,0.015612,0.549584,0.115395,0.039016,0.721875,0.032541,0.210960,4.517585,1.293313,1.058820,0.670056,0.428171,0.497656,0.355771,0.292809,0.336353,0.350091,0.515323,0.435004,0.279285,0.005404,0.005611,0.028932,0.024254,0.011581,0.021569,0.030366,0.007016,0.026815,0.010958,0.024059,0.005132,0.011084,angry
0.143976,0.011232,2.734868,0.260995,0.221505,1.146475,0.019928,0.252990,-28.431464,1.042509,-0.367904,-0.020337,-0.129010,-0.157121,-0.055738,-0.104520,-0.126697,-0.246811,-0.188046,-0.037917,-0.086451,0.013352,0.005848,0.020834,0.012236,0.011686,0.020347,0.047874,0.003360,0.005701,0.007488,0.023648,0.004848,0.023934,0.121005,0.017739,0.578930,0.096519,0.034186,0.796494,0.018742,0.216415,5.183887,1.424746,0.931393,0.598192,0.370569,0.433879,0.389637,0.379822,0.402587,0.347551,0.425137,0.406659,0.417101,0.018288,0.008322,0.022333,0.017435,0.015518,0.034541,0.072051,0.006369,0.008319,0.010343,0.037383,0.006643,0.018688,angry
0.159637,0.010504,2.741076,0.277824,0.224841,1.248090,0.017975,0.291375,-29.051875,1.027467,-0.061579,-0.149458,-0.283942,-0.415842,-0.215590,-0.150789,-0.354241,-0.081028,-0.011898,0.279430,-0.111038,0.009999,0.009358,0.025318,0.014255,0.011384,0.011484,0.035571,0.005109,0.009550,0.018097,0.015252,0.004323,0.023840,0.122043,0.019155,0.608758,0.097495,0.032575,0.692960,0.016208,0.209637,5.270748,1.172090,1.090633,0.636571,0.465264,0.414441,0.424141,0.438885,0.393478,0.334859,0.432568,0.463938,0.280312,0.019956,0.017274,0.033658,0.029375,0.016960,0.021925,0.053197,0.008442,0.014061,0.031871,0.023240,0.008386,0.017327,angry
0.128098,0.008376,2.776281,0.272114,0.236158,1.124038,0.019319,0.235708,-31.913759,0.968812,0.134203,-0.113477,-0.052119,-0.335246,-0.071362,0.070387,-0.195167,-0.292223,-0.321881,0.011420,-0.168746,0.011669,0.009991,0.020746,0.018229,0.017696,0.011235,0.083685,0.001957,0.003795,0.005976,0.022554,0.004326,0.032975,0.079028,0.013780,0.380665,0.066283,0.028547,0.452362,0.008612,0.145537,2.379935,0.936643,0.788494,0.553303,0.299677,0.340646,0.248048,0.287953,0.358054,0.318777,0.335304,0.336437,0.269365,0.010999,0.020267,0.022982,0.026944,0.020066,0.012683,0.020299,0.003082,0.005945,0.008051,0.010212,0.005977,0.009511,angry
0.131526,0.018839,2.757664,0.254932,0.225504,1.032482,0.015675,0.258125,-26.757931,1.275530,-0.256272,-0.211484,-0.335223,-0.511418,-0.311441,-0.269570,-0.286329,-0.184914,-0.038480,0.423710,-0.092890,0.007940,0.006634,0.017327,0.014109,0.023731,0.012692,0.022995,0.006927,0.023691,0.019535,0.006617,0.004521,0.020752,0.090033,0.031388,0.517718,0.074834,0.047501,0.589419,0.012491,0.197427,3.422919,1.516536,1.168632,0.566767,0.446141,0.337730,0.478302,0.421925,0.303012,0.368019,0.530757,0.441331,0.314838,0.008989,0.009682,0.020406,0.017649,0.040758,0.018086,0.025889,0.016044,0.027938,0.030985,0.005775,0.006558,0.011778,angry
0.126533,0.011416,2.814663,0.241178,0.225985,0.954030,0.025254,0.219500,-31.336904,1.133035,-0.231856,-0.148864,-0.193179,-0.438609,-0.206846,0.001709,0.155705,0.116481,0.016006,0.037549,-0.052038,0.012348,0.006990,0.019368,0.005990,0.008683,0.014092,0.040053,0.001250,0.006090,0.013963,0.041819,0.013448,0.027046,0.089468,0.021429,0.426523,0.065706,0.034276,0.568542,0.023317,0.149117,4.578551,1.192220,0.705768,0.668409,0.337791,0.432607,0.379386,0.341302,0.452841,0.393654,0.366259,0.355540,0.244725,0.021014,0.011387,0.019550,0.007918,0.012485,0.030511,0.044724,0.001276,0.007991,0.016605,0.046342,0.024449,0.014948,angry
