@RELATION emotionModelData1NNO
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {angry,neutral}

@DATA
0.179808,0.002792,2.856485,0.299969,0.223281,1.465133,0.013893,0.335896,-30.987752,0.870922,0.341450,-0.673181,-0.156160,-0.457916,-0.266123,-0.073442,-0.157374,0.005714,-0.090692,0.109412,-0.182706,0.016737,0.011617,0.017766,0.012518,0.016887,0.016219,0.023119,0.003543,0.007818,0.011571,0.014020,0.008592,0.023423,0.090772,0.005521,0.418018,0.066569,0.034312,0.617131,0.007357,0.189371,3.730898,1.334094,0.868863,0.771248,0.437933,0.416333,0.408986,0.405533,0.416724,0.454324,0.496835,0.379946,0.380809,0.025771,0.025682,0.031555,0.025287,0.031191,0.030542,0.033882,0.006508,0.010751,0.014356,0.017789,0.016120,0.015192,angry
0.215186,0.008784,2.843103,0.327675,0.225861,1.682687,0.013045,0.414000,-28.459295,0.574778,0.250578,-0.752079,-0.243260,-0.478111,-0.256682,-0.025157,-0.199625,-0.130330,-0.045899,0.006166,-0.026581,0.011616,0.005029,0.016372,0.009445,0.010791,0.018620,0.024236,0.002228,0.008590,0.012238,0.008426,0.005488,0.018307,0.103751,0.011231,0.432620,0.078438,0.039110,0.684347,0.009594,0.210807,3.641734,1.255243,0.739569,0.851359,0.443484,0.433214,0.444136,0.416878,0.432818,0.383042,0.468458,0.357851,0.358663,0.024331,0.007340,0.027168,0.013069,0.015091,0.033720,0.041939,0.003897,0.014066,0.017492,0.011796,0.010637,0.014278,angry
0.098874,0.013426,2.619573,0.194802,0.195143,0.763220,0.019127,0.166104,-28.481935,2.079095,0.106869,0.091112,-0.261505,0.198823,0.328166,0.016526,0.099074,0.209276,-0.047659,0.073176,0.007751,0.009180,0.003224,0.025406,0.010617,0.018063,0.013037,0.065230,0.003731,0.008107,0.014033,0.041995,0.005305,0.028083,0.101945,0.014784,0.648858,0.100712,0.038413,0.686156,0.015077,0.183260,4.564865,1.285260,0.826500,0.453353,0.535526,0.409490,0.385361,0.341014,0.369936,0.258717,0.207268,0.208697,0.195930,0.011251,0.004197,0.021934,0.015996,0.020875,0.019177,0.069527,0.006132,0.010543,0.016091,0.038386,0.008412,0.018663,neutral
0.076518,0.020973,2.690400,0.179383,0.203994,0.546035,0.023373,0.157500,-27.617820,2.505927,0.715298,0.096213,-0.205661,-0.005407,0.055743,0.012275,-0.035540,0.167776,0.068701,0.087915,0.048745,0.012163,0.002831,0.041620,0.010553,0.025248,0.025099,0.068903,0.001819,0.006021,0.009141,0.046634,0.005915,0.032151,0.077994,0.025220,0.498836,0.077454,0.042204,0.517835,0.022565,0.177103,4.407520,0.882753,0.959467,0.572517,0.631533,0.323378,0.289288,0.191881,0.262277,0.200820,0.205766,0.173666,0.155018,0.017857,0.004138,0.036575,0.014985,0.022693,0.031323,0.085332,0.002851,0.010585,0.009946,0.033015,0.009944,0.020445,neutral
0.097545,0.015859,2.664840,0.187739,0.192164,0.720410,0.017762,0.153932,-27.029276,2.428645,-0.036880,0.058563,-0.132291,-0.001638,0.282880,0.070867,-0.078476,0.229263,-0.084609,0.178340,0.008461,0.011662,0.003427,0.044980,0.012992,0.021423,0.017490,0.049711,0.006667,0.007284,0.012482,0.036390,0.004963,0.029720,0.094745,0.021563,0.580155,0.090961,0.049619,0.564538,0.012428,0.167467,4.383106,0.845238,1.120402,0.369991,0.627692,0.382207,0.509001,0.379721,0.269479,0.333537,0.223648,0.213859,0.159981,0.012316,0.004709,0.035239,0.015749,0.024592,0.024093,0.092225,0.012459,0.007750,0.010259,0.041974,0.007223,0.024685,neutral
0.125130,0.014018,2.585720,0.228075,0.210072,1.006137,0.031428,0.232823,-28.208340,1.929830,0.203799,-0.030291,-0.358717,-0.007071,0.243684,0.015150,0.109016,0.171065,-0.034743,0.139981,-0.019516,0.007987,0.005884,0.034763,0.012843,0.027654,0.010143,0.039735,0.002185,0.007277,0.011845,0.032491,0.006304,0.023238,0.128861,0.015680,0.548248,0.122909,0.034289,0.858545,0.035223,0.244253,3.338646,1.379217,0.698091,0.422336,0.475064,0.208344,0.337779,0.249267,0.273885,0.199244,0.244737,0.161539,0.179040,0.008349,0.010129,0.031678,0.016663,0.026787,0.011936,0.028904,0.003017,0.012901,0.011693,0.033678,0.006918,0.013175,neutral
0.116135,0.030149,2.721900,0.215864,0.196283,0.755816,0.021014,0.209125,-26.024981,2.566747,0.328725,0.077395,-0.242895,-0.143178,0.135740,0.089619,0.008508,0.182338,-0.177692,0.266620,-0.079396,0.014315,0.004460,0.027743,0.013728,0.029280,0.022975,0.045131,0.001887,0.008176,0.016620,0.025971,0.005041,0.025431,0.142219,0.031969,0.390998,0.150641,0.051055,0.808831,0.015901,0.257652,3.847428,1.331922,0.709082,0.335202,0.442378,0.388500,0.383758,0.326727,0.187467,0.244799,0.242132,0.198805,0.172303,0.017771,0.006518,0.020686,0.018406,0.033066,0.034027,0.053534,0.002832,0.011505,0.017697,0.032909,0.005125,0.017125,neutral
0.104109,0.013684,2.675764,0.197203,0.192310,0.648647,0.021015,0.156125,-27.472909,2.392878,0.684663,0.098494,-0.370408,0.043990,-0.083001,0.050188,0.118480,0.132069,-0.061584,0.199088,-0.032755,0.021588,0.004072,0.057184,0.011402,0.016723,0.018030,0.075180,0.000981,0.010020,0.008967,0.018778,0.012096,0.035550,0.113901,0.015571,0.534319,0.108855,0.043830,0.630374,0.020414,0.187383,3.512637,1.265949,0.730871,0.508053,0.446217,0.237645,0.486167,0.259836,0.310402,0.178610,0.254311,0.232641,0.180143,0.019703,0.006645,0.053576,0.019308,0.017698,0.026068,0.094634,0.001410,0.017630,0.010075,0.016036,0.021019,0.024139,neutral
0.113783,0.014308,2.628155,0.215054,0.197148,0.812700,0.015107,0.202264,-26.772319,2.493159,0.071558,0.003369,-0.279026,-0.024417,0.195219,-0.054176,0.098116,0.184719,-0.044239,0.086692,0.021882,0.016808,0.005793,0.036737,0.012309,0.023006,0.012703,0.047814,0.004101,0.011622,0.011764,0.030911,0.007190,0.025528,0.133676,0.016356,0.501033,0.129328,0.041292,0.711285,0.010627,0.213962,3.651905,1.154114,0.950366,0.468573,0.467852,0.343182,0.390967,0.266800,0.343261,0.170368,0.182857,0.182184,0.207383,0.020060,0.007257,0.034047,0.017646,0.021941,0.016841,0.070859,0.007827,0.011838,0.012453,0.023819,0.009507,0.017869,neutral
0.117887,0.012999,2.756056,0.209619,0.196102,0.864012,0.015971,0.207771,-27.217419,2.538115,0.100696,0.072257,-0.118357,-0.026877,0.159285,-0.007728,0.077543,0.159336,-0.086890,0.115304,-0.016480,0.010514,0.004670,0.029680,0.016791,0.040627,0.017588,0.038738,0.002913,0.007617,0.014093,0.026389,0.007574,0.024281,0.109431,0.013994,0.466165,0.108949,0.046077,0.695212,0.009232,0.193532,3.062786,1.093342,0.855989,0.442147,0.563280,0.383766,0.349115,0.289516,0.328070,0.237847,0.192393,0.217297,0.187055,0.011517,0.006309,0.032344,0.018645,0.037886,0.023613,0.036089,0.005704,0.010475,0.014637,0.023239,0.009016,0.012674,neutral
0.089445,0.013159,2.670726,0.190068,0.192169,0.638418,0.016075,0.154553,-27.489303,2.640467,0.587722,-0.061438,-0.273517,-0.051144,-0.009266,0.161384,0.014620,0.163342,-0.097179,0.106783,-0.011778,0.014126,0.008059,0.046165,0.015222,0.028515,0.020553,0.046441,0.001400,0.007587,0.012857,0.028019,0.005373,0.026339,0.089544,0.014896,0.510953,0.105462,0.045947,0.589440,0.010756,0.171612,3.673950,0.969995,0.786682,0.466992,0.391894,0.315752,0.430452,0.323639,0.262353,0.240670,0.260743,0.185186,0.198408,0.014773,0.014037,0.026858,0.022073,0.031828,0.023904,0.048547,0.002398,0.011749,0.009277,0.019948,0.005727,0.013428,neutral
0.081706,0.018421,2.744276,0.176546,0.191754,0.486440,0.027305,0.126458,-27.870547,2.642777,0.473454,0.026059,-0.273442,0.022058,0.004331,0.123165,-0.028801,0.211888,0.054424,0.153498,-0.005719,0.013095,0.003273,0.054224,0.010148,0.035121,0.022902,0.045950,0.001945,0.004587,0.010720,0.036815,0.008763,0.032087,0.080574,0.021004,0.459849,0.087651,0.047484,0.375051,0.020328,0.140979,3.047030,0.962239,0.693499,0.353766,0.396704,0.352937,0.404323,0.245748,0.247701,0.178093,0.242723,0.214157,0.154107,0.016989,0.004218,0.030776,0.011299,0.036112,0.034202,0.039608,0.003902,0.008255,0.014115,0.030037,0.010605,0.009584,neutral
0.083312,0.012121,2.716161,0.182787,0.202925,0.414004,0.022311,0.123083,-28.718091,2.868815,0.455724,-0.010827,-0.320600,0.196577,-0.085430,0.082304,0.072785,0.174590,-0.024544,0.055168,-0.092042,0.013040,0.007508,0.054674,0.006992,0.021914,0.019147,0.039294,0.001702,0.008905,0.013674,0.048021,0.005006,0.029628,0.091068,0.013790,0.465654,0.107858,0.048904,0.361919,0.013937,0.160683,3.289698,1.087430,0.838009,0.321460,0.349876,0.409239,0.345624,0.217898,0.243816,0.196696,0.220267,0.211794,0.197722,0.012183,0.011546,0.053136,0.011475,0.022207,0.020620,0.028802,0.004573,0.009921,0.015692,0.033349,0.007114,0.010431,neutral
0.100668,0.015975,2.795952,0.208977,0.206404,0.723425,0.029759,0.195354,-28.550095,2.333392,0.232828,0.198907,-0.114120,-0.057671,0.090586,-0.156922,-0.081930,-0.129323,-0.171182,-0.056990,-0.183660,0.019949,0.004942,0.030361,0.016655,0.007252,0.017276,0.076703,0.001639,0.006071,0.017090,0.038298,0.006654,0.037757,0.105899,0.018061,0.515945,0.124994,0.037617,0.768431,0.030272,0.228466,3.082532,1.187317,0.918377,0.570466,0.431093,0.440951,0.343371,0.333079,0.306376,0.277675,0.319758,0.290109,0.273227,0.023229,0.007820,0.049626,0.036395,0.010298,0.038140,0.079387,0.002709,0.010844,0.026098,0.042137,0.012541,0.024701,neutral
0.079255,0.036879,2.758323,0.187798,0.220910,0.436804,0.030937,0.097604,-27.077597,2.509744,0.249899,0.048768,-0.106722,0.016785,0.051763,-0.043435,-0.156459,-0.133743,-0.214588,-0.113797,-0.260603,0.021129,0.007644,0.040670,0.026158,0.010567,0.013213,0.077349,0.004353,0.006142,0.009895,0.031959,0.002413,0.038162,0.093771,0.037609,0.499771,0.087574,0.039847,0.564401,0.031271,0.143709,4.307742,1.012282,0.930169,0.467826,0.359236,0.314889,0.247366,0.280435,0.213988,0.270510,0.323215,0.299825,0.323761,0.029569,0.013867,0.034955,0.036053,0.013748,0.020372,0.088789,0.011252,0.008139,0.013337,0.041251,0.003737,0.021817,neutral
0.112390,0.023221,2.847886,0.221374,0.216693,0.777779,0.030249,0.213688,-26.988832,2.541826,0.151557,0.225713,-0.157544,-0.077024,0.119607,-0.060356,-0.108441,-0.130858,-0.180574,0.007556,-0.289922,0.040276,0.004323,0.028570,0.008694,0.019400,0.011620,0.060226,0.002646,0.006938,0.021033,0.020224,0.006156,0.035139,0.121628,0.026746,0.463818,0.136415,0.043564,0.776441,0.034847,0.252317,3.582993,1.032950,1.116867,0.619128,0.464458,0.306828,0.305527,0.269152,0.338643,0.297817,0.233513,0.258360,0.367061,0.068338,0.007984,0.047786,0.009742,0.036477,0.015472,0.111364,0.006432,0.010380,0.031681,0.022265,0.012236,0.030612,neutral
0.100845,0.010958,2.765320,0.219134,0.213933,0.690278,0.046857,0.176938,-28.817180,2.239371,0.336133,-0.014568,-0.278094,0.020925,0.186197,-0.012569,0.019778,-0.176862,-0.228230,0.007067,-0.247784,0.035064,0.005831,0.040356,0.011701,0.016211,0.006849,0.094829,0.001784,0.003783,0.014575,0.022143,0.005780,0.044593,0.120899,0.012371,0.448968,0.132921,0.036343,0.840951,0.042112,0.231151,3.043574,1.434638,0.801977,0.383867,0.494021,0.296444,0.280305,0.283325,0.300688,0.304702,0.317857,0.294831,0.363956,0.051640,0.013111,0.048274,0.019632,0.030335,0.011836,0.091627,0.005447,0.006065,0.021453,0.025885,0.010712,0.027289,neutral
0.085670,0.029740,2.899110,0.202608,0.221743,0.376145,0.039359,0.113917,-28.922569,2.443383,0.488199,0.021924,-0.136452,-0.277246,0.034666,-0.069454,-0.178493,-0.080159,-0.146932,0.045060,-0.125081,0.024789,0.005471,0.023074,0.015109,0.009976,0.019358,0.186767,0.001108,0.005961,0.005218,0.016769,0.005524,0.066056,0.112510,0.028272,0.310623,0.115392,0.039367,0.489655,0.009990,0.188949,2.275835,0.966217,0.496895,0.284258,0.280674,0.238245,0.238428,0.194986,0.218441,0.175136,0.236394,0.228300,0.255601,0.034400,0.008675,0.028174,0.025349,0.014176,0.033819,0.069984,0.001847,0.012445,0.005521,0.015541,0.008787,0.016863,neutral
0.106210,0.045159,2.893717,0.213806,0.211494,0.574171,0.027997,0.176815,-26.681573,2.470794,0.778560,-0.059821,-0.238783,-0.013688,-0.068607,-0.100971,-0.226781,-0.208300,-0.128377,0.053707,-0.120413,0.021469,0.005109,0.030737,0.021722,0.030391,0.013066,0.072321,0.002115,0.013771,0.032386,0.014793,0.001894,0.041866,0.121311,0.042296,0.384406,0.127533,0.041781,0.665023,0.023426,0.205853,3.251932,1.432460,0.576924,0.514171,0.416739,0.287606,0.306462,0.311085,0.320195,0.309190,0.289199,0.299134,0.366730,0.032953,0.009344,0.031863,0.034986,0.046207,0.020963,0.090682,0.005021,0.013534,0.025803,0.020695,0.002428,0.026732,neutral
0.084089,0.011181,2.787668,0.200673,0.212901,0.581414,0.037201,0.156156,-30.232494,2.400456,0.080546,0.276742,0.032487,-0.090888,-0.029940,-0.221811,-0.153515,-0.080730,-0.075566,0.036967,-0.142578,0.022977,0.002284,0.027226,0.016434,0.017688,0.010386,0.092489,0.001280,0.003852,0.013014,0.040016,0.005549,0.039997,0.098500,0.011345,0.410502,0.116477,0.035136,0.566545,0.014569,0.196141,2.484790,1.001289,0.707036,0.460600,0.326517,0.238575,0.265061,0.254866,0.233480,0.201415,0.250407,0.218206,0.254013,0.033672,0.003938,0.019855,0.029672,0.027520,0.018443,0.035520,0.001899,0.007239,0.015875,0.029182,0.009632,0.011260,neutral
0.109979,0.024158,2.818995,0.227692,0.215001,0.830429,0.024905,0.202371,-26.863836,2.413775,-0.159492,0.056110,-0.108827,-0.161183,0.008758,-0.155478,-0.185487,-0.192961,-0.236958,-0.043202,-0.127079,0.019210,0.004319,0.037358,0.026014,0.026565,0.020244,0.048254,0.003282,0.007194,0.009853,0.020560,0.004815,0.033351,0.107311,0.022268,0.577461,0.118510,0.034938,0.753532,0.020295,0.203460,3.131253,1.142473,0.905059,0.495129,0.388229,0.351082,0.301897,0.337961,0.287216,0.299952,0.357421,0.318210,0.351122,0.025956,0.005713,0.055830,0.042789,0.041942,0.028065,0.054370,0.005227,0.010919,0.014429,0.029635,0.009208,0.020856,neutral
0.087479,0.017169,2.795117,0.194731,0.211356,0.551507,0.028541,0.148162,-27.488609,2.690109,0.411645,-0.061082,-0.262040,-0.022856,0.038391,0.014433,-0.134033,-0.078330,-0.164975,-0.049750,-0.303456,0.034000,0.006018,0.041064,0.018074,0.013687,0.015836,0.046937,0.001814,0.005710,0.018686,0.034586,0.005553,0.034968,0.106984,0.019886,0.479721,0.115809,0.040886,0.749867,0.026372,0.211423,3.218875,1.074523,0.714914,0.502828,0.337144,0.370240,0.347026,0.327654,0.321201,0.240924,0.267560,0.308180,0.364645,0.049367,0.008755,0.060757,0.035614,0.015611,0.028408,0.055266,0.003945,0.009609,0.025035,0.040592,0.006738,0.020322,neutral
0.081814,0.011892,2.861289,0.191242,0.217482,0.419107,0.024607,0.109268,-28.380950,2.632736,0.526017,-0.042853,-0.144577,-0.141274,-0.101849,0.012104,-0.166909,-0.045430,-0.143836,0.067309,-0.228385,0.033840,0.005158,0.024024,0.006858,0.011508,0.039637,0.084459,0.002771,0.009007,0.012380,0.023073,0.003939,0.040028,0.084982,0.011647,0.496269,0.090128,0.037238,0.364115,0.020346,0.111655,2.841329,0.776034,0.760657,0.528625,0.351850,0.307932,0.265877,0.357370,0.236705,0.234837,0.308162,0.351890,0.414541,0.046890,0.007413,0.028225,0.009661,0.014253,0.053349,0.066731,0.006412,0.016958,0.021122,0.033348,0.006966,0.015524,neutral
0.106609,0.012324,2.837882,0.218871,0.202330,0.917543,0.017151,0.194216,-27.391644,1.891984,0.301026,0.419060,-0.041199,-0.125974,0.240579,-0.256186,0.007069,-0.229594,0.068386,0.083268,-0.029882,0.013808,0.004451,0.025382,0.008696,0.026022,0.013856,0.086263,0.001568,0.006937,0.017533,0.021631,0.003162,0.034625,0.090096,0.012090,0.568682,0.109559,0.048852,0.689624,0.012662,0.204344,4.003743,1.219185,0.793562,0.595337,0.580533,0.333078,0.321987,0.351113,0.278394,0.269660,0.338425,0.218130,0.245479,0.025140,0.005643,0.030220,0.009106,0.034936,0.017696,0.101537,0.001689,0.010913,0.015796,0.019440,0.004292,0.025244,neutral
0.123519,0.017021,2.871032,0.210673,0.206258,0.771188,0.016523,0.186917,-26.208800,2.243217,0.050943,0.268667,-0.097932,-0.013519,0.172570,-0.268071,0.111692,-0.221186,0.165177,0.022742,-0.125577,0.025418,0.003582,0.019953,0.005405,0.012609,0.013474,0.073575,0.003263,0.006314,0.018943,0.041084,0.004275,0.031939,0.145307,0.016832,0.377723,0.117017,0.049186,0.628425,0.013226,0.205283,3.585967,1.047588,0.755405,0.718393,0.344548,0.303188,0.324428,0.302637,0.274258,0.281962,0.257343,0.210610,0.216662,0.043012,0.005068,0.030291,0.005383,0.021170,0.018024,0.098677,0.006133,0.008927,0.015746,0.045818,0.004811,0.025586,neutral
0.083526,0.007245,2.728892,0.193423,0.199149,0.617243,0.022479,0.158500,-28.912292,2.371527,0.438224,0.109727,-0.245764,0.066476,0.168868,0.022233,0.065969,-0.222108,0.090309,0.192364,-0.134732,0.023886,0.002330,0.030129,0.008751,0.011404,0.006965,0.090146,0.001491,0.008283,0.021800,0.042536,0.003783,0.038578,0.087539,0.008511,0.477473,0.105386,0.039494,0.543725,0.012140,0.166747,1.731355,1.144212,0.610379,0.399410,0.336862,0.213104,0.250088,0.222946,0.179442,0.238694,0.204344,0.189786,0.199624,0.037286,0.003503,0.022177,0.012260,0.014469,0.010382,0.028160,0.002259,0.011568,0.027162,0.031702,0.004741,0.010927,neutral
0.121410,0.044754,2.801207,0.232576,0.220562,0.653438,0.027723,0.213766,-25.848684,2.628038,0.472825,0.033142,-0.210809,0.042217,0.157817,-0.124432,0.102510,-0.235161,-0.028434,-0.083511,-0.121849,0.027619,0.003851,0.022751,0.014786,0.015198,0.011462,0.044359,0.001532,0.008547,0.034263,0.028142,0.005764,0.030783,0.148825,0.042025,0.593447,0.151647,0.061447,0.683183,0.023617,0.288330,3.616300,1.217702,0.619427,0.528411,0.607197,0.289024,0.440939,0.232588,0.266725,0.275841,0.247928,0.236292,0.290833,0.041954,0.006166,0.024075,0.028329,0.022548,0.017069,0.059940,0.002686,0.011264,0.047375,0.037281,0.008921,0.017182,neutral
0.127789,0.020484,2.709333,0.243860,0.217337,0.678776,0.026650,0.201097,-27.229032,2.267108,0.743301,-0.276869,-0.046303,-0.036429,0.181664,-0.014745,0.010078,-0.221271,0.106769,-0.153663,-0.141198,0.026381,0.005012,0.028489,0.008299,0.011099,0.010429,0.040887,0.003423,0.005490,0.022920,0.035145,0.004618,0.027684,0.148091,0.019495,0.505033,0.147586,0.033686,0.747779,0.028963,0.249817,3.731327,1.467693,0.638343,0.679520,0.365661,0.281599,0.275164,0.280471,0.196988,0.279065,0.276573,0.266542,0.287804,0.037273,0.009536,0.039428,0.011657,0.016759,0.016223,0.053045,0.010508,0.007964,0.027891,0.036343,0.007822,0.018881,neutral
0.105114,0.029158,2.724546,0.209952,0.209693,0.689874,0.017737,0.193375,-25.698706,2.709792,0.100676,0.280962,-0.142083,0.017693,0.192304,-0.215649,0.062119,-0.098306,0.074425,-0.034811,-0.010028,0.012958,0.003260,0.021658,0.009224,0.012946,0.014784,0.060913,0.002949,0.013900,0.040143,0.025375,0.002941,0.029063,0.114101,0.028706,0.565486,0.121703,0.054803,0.617948,0.012886,0.236361,2.990485,0.994634,0.818843,0.567786,0.331366,0.326830,0.346282,0.291405,0.253313,0.223618,0.256161,0.221228,0.259207,0.012974,0.004477,0.025576,0.012135,0.016756,0.021216,0.063415,0.005628,0.020702,0.040163,0.027004,0.004470,0.014370,neutral
0.101932,0.023810,2.888006,0.212199,0.208588,0.760196,0.023274,0.188039,-26.200417,2.582375,0.160764,0.342489,-0.202869,-0.041463,0.140363,-0.144161,0.067085,-0.137118,0.094647,-0.117445,-0.026961,0.025383,0.003228,0.017552,0.006346,0.008734,0.007386,0.040619,0.001433,0.014712,0.043420,0.039638,0.003191,0.028482,0.108349,0.023173,0.471185,0.113275,0.045551,0.730370,0.019730,0.218658,2.624791,1.139054,0.873442,0.546654,0.407476,0.298861,0.366059,0.272903,0.307119,0.256853,0.272948,0.215095,0.226500,0.033429,0.005088,0.023961,0.008437,0.008683,0.009216,0.053835,0.002361,0.021589,0.037928,0.035551,0.003877,0.018021,neutral
0.093906,0.015376,2.855243,0.205632,0.210962,0.627668,0.019213,0.148065,-27.113625,2.495732,0.734622,0.148533,-0.035898,0.045480,0.030717,-0.042486,0.064111,-0.095521,0.086149,-0.036397,0.033698,0.010346,0.002705,0.025139,0.013151,0.019421,0.014346,0.064183,0.002011,0.007909,0.031786,0.039151,0.001994,0.030389,0.117846,0.015640,0.521729,0.121831,0.041332,0.731724,0.018098,0.218724,3.066663,1.117537,0.633100,0.547395,0.397184,0.436975,0.352221,0.267737,0.241521,0.231033,0.239166,0.189168,0.170565,0.010922,0.004500,0.025747,0.018724,0.023643,0.018469,0.056247,0.003858,0.008694,0.034351,0.045315,0.002400,0.014135,neutral
0.065186,0.014859,2.844856,0.177883,0.214472,0.406201,0.026982,0.120375,-27.659124,2.881446,0.684558,0.226175,-0.031701,-0.045203,0.002885,-0.021607,0.042862,-0.089603,0.054011,0.009238,-0.031839,0.012368,0.002459,0.019439,0.005831,0.015303,0.006686,0.070791,0.000412,0.007016,0.040784,0.049562,0.001276,0.033616,0.059128,0.014096,0.368646,0.083079,0.038268,0.400977,0.015735,0.147821,2.731139,0.725624,0.526517,0.380792,0.259513,0.236308,0.258804,0.238832,0.222209,0.184392,0.160042,0.192167,0.199129,0.017075,0.003882,0.016692,0.006924,0.020353,0.009265,0.052171,0.000515,0.008627,0.035173,0.045095,0.001108,0.012688,neutral
0.096245,0.017284,2.711136,0.203065,0.212937,0.783035,0.014747,0.176344,-26.992136,1.911373,0.276021,0.279608,-0.152360,-0.042712,0.653673,-0.011635,0.075578,0.164639,0.077735,0.175107,-0.006183,0.007401,0.002277,0.065071,0.005188,0.016036,0.005133,0.055517,0.003035,0.004887,0.007603,0.072188,0.003460,0.035890,0.089155,0.018033,0.606247,0.087535,0.031227,0.749479,0.009559,0.186587,3.307831,1.403636,0.601840,0.364158,0.460846,0.301730,0.288940,0.301858,0.220546,0.254133,0.240754,0.175567,0.168606,0.008265,0.002735,0.056818,0.004769,0.020360,0.004613,0.054506,0.005877,0.004609,0.005195,0.062351,0.004099,0.018015,neutral
0.068217,0.016971,2.754513,0.169993,0.181947,0.578708,0.052729,0.147928,-29.861953,2.197781,0.486771,0.230874,-0.285046,-0.015220,0.424689,0.093434,-0.009155,0.149228,0.146168,0.040805,0.003234,0.009830,0.005833,0.041781,0.008029,0.025073,0.009475,0.048807,0.001703,0.005209,0.014293,0.072936,0.004447,0.035459,0.072704,0.020797,0.519708,0.100236,0.070716,0.668654,0.133192,0.194192,6.654023,1.148634,0.839968,0.533788,0.408818,0.260852,0.326426,0.204861,0.257465,0.247296,0.185011,0.134022,0.190676,0.013979,0.008129,0.044376,0.010799,0.028600,0.010118,0.051973,0.003511,0.007474,0.016078,0.050855,0.004816,0.015300,neutral
0.086233,0.012413,2.672457,0.196844,0.214950,0.624623,0.020552,0.152000,-27.127407,2.549929,0.354243,0.304103,0.058169,-0.044431,0.473577,0.120122,0.011101,0.124783,0.077374,0.168479,-0.067561,0.009160,0.002699,0.071002,0.005202,0.024971,0.006564,0.052161,0.002067,0.004700,0.010881,0.060643,0.003224,0.035170,0.097141,0.014980,0.486468,0.100844,0.044727,0.630485,0.024864,0.183366,3.376268,1.003190,0.840442,0.368853,0.521743,0.261565,0.371342,0.249905,0.247137,0.177202,0.154953,0.201273,0.182136,0.009899,0.004830,0.058081,0.005773,0.023597,0.007398,0.053138,0.003800,0.004885,0.009175,0.052716,0.005322,0.014179,neutral
